wahoo:~$ vmstat 1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2 6432148 163656   3040 155356 45148 31744 46944 31744 2590 3373  0  1 95  4  0
 0  4 6483224 198872   2432 158120 5368 56640 14244 56640 1435 1002  0  1 89 10  0
 0  5 6537108 246980   2440 158376  124 53888   232 53960  497  273  0  1 71 29  0
 0  5 6535060 246160   3908 164348 3704 1596 11048  1596 1140 1078  0  0 80 19  0
 0  3 6530964 230584   5268 171660 3876    0 12780     0 2036 1517  0  1 83 16  0
 0  2 6522772 220252   5440 172916 8440    0 10012     0 2099 1804  0  0 89 10  0
 0  5 6516116 212040   5440 173680 7264    0  7888     0 1540 1366  0  0 92  8  0
 0  8 6508948 202968   5444 174908 7916    0  8924     0 1548 1381  0  0 82 18  0
 0  7 6504852 198180   5452 175268 4600    0  4888   872 1458 1471  0  0 68 32  0
 1  0 6475668 167688   5448 175860 52692 23008 53660 23008 3434 4312  0  1 84 15  0
 0  2 6557844 261676   5604 167532 16636 99056 17312 99056 1921 1762  0  2 83 16  0
 4  0 6482580 187920   6124 168668 75404    0 77204     0 3970 5583  1  1 92  6  0
 0  2 6471828 159884   6124 168424 77932 66652 77932 66652 4005 5489  0  2 94  4  0
 0  1 6471572 170468   6124 168228 39228 39068 39228 39068 2440 2953  0  1 95  4  0
 0  2 6478484 173524   6132 168108 35876 42424 36024 42524 2174 2720  0  1 93  5  0
 0  1 6481332 169524   6132 167552 49672 52416 49680 52416 2864 3712  0  1 94  4  0
 0  3 6481044 163656   6132 167436 50680 50112 50744 50112 2882 3785  0  2 94  4  0
 0  1 6491028 176004   6132 167016 44348 54364 44372 54364 2478 3275  0  1 93  5  0
 0  2 6498552 175988   6492 168440 28440 35896 30852 35896 1911 2327  0  1 90  9  0
 0  1 6470340 156340   6512 168176 44376 15768 44456 15828 2564 3336  0  1 92  7  0
 0  1 6462356 170212   6288 167116 80136 72268 80136 72268 4129 5663  0  2 94  4  0
 0  1 6467988 173992   6188 166812 55532 61020 55644 61020 2886 3961  0  2 93  5  0
 0  2 6456212 156020   6128 166644 60336 48140 60636 48140 3329 4411  0  2 93  5  0
 0  1 6488212 183236   6024 166456 36856 69304 37448 69304 2427 2867  0  2 90  8  0
 0  1 6466268 169848   6000 166268 37504 15384 37504 16056 1998 2804  0  1 96  3  0
 1  0 6464916 171108   5896 165496 53316 51936 53316 51936 2700 3759  0  2 93  5  0
 0  1 6478880 181000   5744 165292 51500 65444 52304 65444 2890 3833  0  2 91  7  0
 0  2 6478996 183724   5256 163428 61472 61356 61472 61356 3234 4315  0  2 96  2  0
 0  2 6487188 183788   5264 163424 18708 27024 18712 27072 1179 1517  0  1 92  7  0
 0  3 6482580 175272   5664 165924 4996    0  7636     0 1515 1127  0  0 91  8  0
 0  3 6477972 157648   6408 173180 4828    0 11984     8 1718 1274  0  1 84 16  0
 1  1 6489748 167772   7244 176792 5344 16508  9088 16508 3283 1790  0  1 82 16  0
 0  2 6505108 181544   7416 176884 38156 53492 43308 53492 3315 3328  0  2 91  7  0
 0  2 6493088 171548   6264 173180 71144 59296 71144 59296 3498 4953  1  2 93  5  0
 0  2 6487188 179132   5928 171400 33916 27684 33916 28332 2001 2592  0  1 95  4  0
