timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2020/05/18 16:58:43.203, 37.73, 0, 0
2020/05/18 16:58:43.305, 37.83, 0, 0
2020/05/18 16:58:43.406, 37.83, 0, 0
2020/05/18 16:58:43.508, 37.73, 0, 0
2020/05/18 16:58:43.609, 37.73, 0, 0
2020/05/18 16:58:43.711, 37.73, 0, 0
2020/05/18 16:58:43.813, 37.73, 0, 0
2020/05/18 16:58:43.914, 37.73, 0, 0
2020/05/18 16:58:44.016, 37.73, 0, 0
2020/05/18 16:58:44.118, 37.73, 0, 0
2020/05/18 16:58:44.223, 37.24, 0, 0
2020/05/18 16:58:44.325, 37.49, 0, 0
2020/05/18 16:58:44.426, 37.24, 0, 0
2020/05/18 16:58:44.528, 37.24, 0, 0
2020/05/18 16:58:44.630, 37.24, 0, 0
2020/05/18 16:58:44.731, 37.24, 0, 0
2020/05/18 16:58:44.833, 37.24, 0, 0
2020/05/18 16:58:44.935, 37.24, 0, 0
2020/05/18 16:58:45.036, 37.24, 0, 0
2020/05/18 16:58:45.138, 37.24, 0, 0
2020/05/18 16:58:45.244, 37.24, 0, 0
2020/05/18 16:58:45.346, 37.24, 0, 0
2020/05/18 16:58:45.448, 37.24, 0, 0
2020/05/18 16:58:45.549, 37.24, 0, 0
2020/05/18 16:58:45.651, 37.24, 0, 0
2020/05/18 16:58:45.753, 37.24, 0, 0
2020/05/18 16:58:45.854, 37.24, 0, 0
2020/05/18 16:58:45.956, 37.24, 0, 0
2020/05/18 16:58:46.058, 37.24, 0, 0
2020/05/18 16:58:46.160, 37.24, 0, 0
2020/05/18 16:58:46.266, 37.24, 0, 0
2020/05/18 16:58:46.368, 37.24, 0, 0
2020/05/18 16:58:46.470, 37.24, 0, 0
2020/05/18 16:58:46.571, 37.24, 0, 0
2020/05/18 16:58:46.673, 37.24, 0, 0
2020/05/18 16:58:46.775, 37.24, 0, 0
2020/05/18 16:58:46.876, 37.24, 0, 0
2020/05/18 16:58:46.978, 37.24, 0, 0
2020/05/18 16:58:47.080, 37.24, 0, 0
2020/05/18 16:58:47.181, 37.24, 0, 0
2020/05/18 16:58:47.287, 37.24, 0, 0
2020/05/18 16:58:47.389, 37.24, 0, 0
2020/05/18 16:58:47.491, 37.24, 0, 0
2020/05/18 16:58:47.593, 37.24, 0, 0
2020/05/18 16:58:47.700, 28.97, 0, 0
2020/05/18 16:58:47.802, 23.93, 0, 0
2020/05/18 16:58:47.903, 23.92, 0, 0
2020/05/18 16:58:48.010, 23.92, 0, 0
2020/05/18 16:58:48.112, 23.92, 0, 0
2020/05/18 16:58:48.293, 29.36, 0, 0
2020/05/18 16:58:48.394, 31.00, 3, 0
2020/05/18 16:58:48.496, 31.10, 3, 0
2020/05/18 16:58:48.598, 34.25, 69, 6
2020/05/18 16:58:48.700, 76.51, 74, 10
2020/05/18 16:58:48.801, 109.20, 74, 10
2020/05/18 16:58:48.903, 110.60, 100, 78
2020/05/18 16:58:49.005, 111.33, 100, 78
2020/05/18 16:58:49.106, 110.75, 100, 77
2020/05/18 16:58:49.208, 110.85, 100, 77
2020/05/18 16:58:49.310, 111.67, 100, 77
2020/05/18 16:58:49.411, 111.39, 100, 77
2020/05/18 16:58:49.517, 111.67, 100, 77
2020/05/18 16:58:49.619, 111.67, 100, 78
2020/05/18 16:58:49.720, 111.47, 100, 77
2020/05/18 16:58:49.822, 111.67, 100, 77
2020/05/18 16:58:49.924, 111.91, 100, 77
2020/05/18 16:58:50.025, 111.33, 100, 77
2020/05/18 16:58:50.127, 109.54, 100, 78
2020/05/18 16:58:50.229, 112.25, 100, 77
2020/05/18 16:58:50.330, 111.67, 100, 77
2020/05/18 16:58:50.432, 110.27, 100, 77
2020/05/18 16:58:50.534, 110.99, 100, 77
2020/05/18 16:58:50.639, 111.43, 100, 77
2020/05/18 16:58:50.741, 111.57, 100, 77
2020/05/18 16:58:50.843, 111.57, 100, 77
2020/05/18 16:58:50.944, 111.09, 100, 78
2020/05/18 16:58:51.046, 111.57, 100, 77
2020/05/18 16:58:51.148, 112.39, 100, 77
2020/05/18 16:58:51.249, 111.57, 100, 77
2020/05/18 16:58:51.351, 111.91, 100, 77
2020/05/18 16:58:51.453, 110.99, 100, 77
2020/05/18 16:58:51.554, 111.57, 100, 77
2020/05/18 16:58:51.661, 111.57, 100, 77
2020/05/18 16:58:51.763, 111.57, 100, 77
2020/05/18 16:58:51.864, 110.70, 100, 77
2020/05/18 16:58:51.966, 112.15, 100, 77
2020/05/18 16:58:52.068, 111.91, 100, 78
2020/05/18 16:58:52.169, 111.23, 100, 78
2020/05/18 16:58:52.271, 112.73, 100, 76
2020/05/18 16:58:52.373, 111.67, 100, 78
2020/05/18 16:58:52.474, 112.15, 100, 78
2020/05/18 16:58:52.576, 112.15, 100, 77
2020/05/18 16:58:52.683, 111.33, 100, 77
2020/05/18 16:58:52.784, 109.01, 100, 77
2020/05/18 16:58:52.886, 110.65, 100, 70
2020/05/18 16:58:52.988, 44.18, 100, 70
2020/05/18 16:58:53.089, 39.28, 99, 35
2020/05/18 16:58:53.191, 38.07, 13, 4
2020/05/18 16:58:53.369, 38.56, 13, 4
2020/05/18 16:58:53.471, 38.56, 0, 0
2020/05/18 16:58:53.573, 38.56, 0, 0
2020/05/18 16:58:53.674, 38.56, 0, 0
2020/05/18 16:58:53.776, 38.46, 0, 0
2020/05/18 16:58:53.877, 38.56, 0, 0
2020/05/18 16:58:53.979, 38.46, 0, 0
2020/05/18 16:58:54.085, 38.46, 0, 0
2020/05/18 16:58:54.187, 38.46, 0, 0
2020/05/18 16:58:54.288, 37.97, 0, 0
2020/05/18 16:58:54.390, 37.97, 0, 0
2020/05/18 16:58:54.492, 37.97, 0, 0
2020/05/18 16:58:54.593, 37.97, 0, 0
2020/05/18 16:58:54.695, 37.97, 0, 0
2020/05/18 16:58:54.796, 37.97, 0, 0
2020/05/18 16:58:54.898, 37.97, 0, 0
2020/05/18 16:58:55.000, 37.97, 0, 0
2020/05/18 16:58:55.101, 37.97, 0, 0
2020/05/18 16:58:55.207, 37.97, 0, 0
2020/05/18 16:58:55.309, 37.97, 0, 0
2020/05/18 16:58:55.410, 37.97, 0, 0
2020/05/18 16:58:55.512, 37.97, 0, 0
2020/05/18 16:58:55.614, 37.97, 0, 0
2020/05/18 16:58:55.715, 37.97, 0, 0
2020/05/18 16:58:55.817, 37.97, 0, 0
2020/05/18 16:58:55.919, 37.97, 0, 0
2020/05/18 16:58:56.020, 37.97, 0, 0
2020/05/18 16:58:56.122, 37.97, 0, 0
2020/05/18 16:58:56.224, 37.97, 0, 0
2020/05/18 16:58:56.329, 37.97, 0, 0
2020/05/18 16:58:56.431, 37.97, 0, 0
2020/05/18 16:58:56.532, 37.97, 0, 0
2020/05/18 16:58:56.634, 37.97, 0, 0
2020/05/18 16:58:56.736, 37.97, 0, 0
2020/05/18 16:58:56.838, 37.97, 0, 0
2020/05/18 16:58:56.939, 37.97, 0, 0
2020/05/18 16:58:57.041, 37.97, 0, 0
2020/05/18 16:58:57.143, 37.97, 0, 0
2020/05/18 16:58:57.244, 37.97, 0, 0
2020/05/18 16:58:57.351, 37.97, 0, 0
2020/05/18 16:58:57.453, 37.97, 0, 0
2020/05/18 16:58:57.555, 37.97, 0, 0
2020/05/18 16:58:57.656, 37.97, 0, 0
2020/05/18 16:58:57.758, 37.97, 0, 0
2020/05/18 16:58:57.860, 37.97, 0, 0
2020/05/18 16:58:57.961, 37.97, 0, 0
2020/05/18 16:58:58.063, 37.97, 0, 0
2020/05/18 16:58:58.165, 37.97, 0, 0
2020/05/18 16:58:58.266, 37.97, 0, 0
2020/05/18 16:58:58.373, 37.97, 0, 0
2020/05/18 16:58:58.475, 37.97, 0, 0
2020/05/18 16:58:58.577, 37.97, 0, 0
2020/05/18 16:58:58.679, 37.73, 0, 0
2020/05/18 16:58:58.780, 37.97, 0, 0
2020/05/18 16:58:58.882, 37.97, 0, 0
2020/05/18 16:58:59.054, 37.59, 0, 0
2020/05/18 16:58:59.156, 40.06, 2, 0
2020/05/18 16:58:59.257, 40.06, 49, 4
2020/05/18 16:58:59.359, 40.06, 49, 4
2020/05/18 16:58:59.461, 110.65, 72, 6
2020/05/18 16:58:59.563, 147.06, 91, 26
2020/05/18 16:58:59.664, 148.41, 91, 26
2020/05/18 16:58:59.766, 149.01, 100, 36
2020/05/18 16:58:59.867, 149.57, 100, 36
2020/05/18 16:58:59.969, 148.77, 100, 36
2020/05/18 16:59:00.071, 148.53, 100, 36
2020/05/18 16:59:00.178, 148.89, 100, 36
2020/05/18 16:59:00.283, 144.10, 100, 35
2020/05/18 16:59:00.385, 143.71, 100, 35
2020/05/18 16:59:00.486, 145.37, 100, 35
2020/05/18 16:59:00.588, 146.05, 100, 36
2020/05/18 16:59:00.689, 145.61, 100, 36
2020/05/18 16:59:00.791, 145.61, 100, 35
2020/05/18 16:59:00.892, 145.54, 100, 35
2020/05/18 16:59:00.994, 145.71, 100, 36
2020/05/18 16:59:01.096, 140.08, 100, 35
2020/05/18 16:59:01.203, 46.12, 100, 35
2020/05/18 16:59:01.306, 40.64, 99, 20
2020/05/18 16:59:01.408, 37.68, 32, 10
2020/05/18 16:59:01.610, 38.07, 0, 0
2020/05/18 16:59:01.712, 37.97, 0, 0
2020/05/18 16:59:01.813, 38.07, 0, 0
2020/05/18 16:59:01.915, 37.83, 0, 0
2020/05/18 16:59:02.017, 37.73, 0, 0
2020/05/18 16:59:02.118, 37.73, 0, 0
2020/05/18 16:59:02.224, 37.83, 0, 0
2020/05/18 16:59:02.326, 37.73, 0, 0
2020/05/18 16:59:02.428, 37.73, 0, 0
2020/05/18 16:59:02.529, 37.73, 0, 0
2020/05/18 16:59:02.631, 37.73, 0, 0
2020/05/18 16:59:02.733, 37.73, 0, 0
2020/05/18 16:59:02.834, 37.73, 0, 0
2020/05/18 16:59:02.936, 37.73, 0, 0
2020/05/18 16:59:03.038, 37.73, 0, 0
2020/05/18 16:59:03.139, 37.73, 0, 0
2020/05/18 16:59:03.241, 37.73, 0, 0
2020/05/18 16:59:03.347, 37.24, 0, 0
2020/05/18 16:59:03.448, 37.24, 0, 0
2020/05/18 16:59:03.550, 37.49, 0, 0
2020/05/18 16:59:03.652, 37.24, 0, 0
2020/05/18 16:59:03.753, 37.24, 0, 0
2020/05/18 16:59:03.855, 37.24, 0, 0
2020/05/18 16:59:03.957, 37.24, 0, 0
2020/05/18 16:59:04.058, 37.24, 0, 0
2020/05/18 16:59:04.160, 37.24, 0, 0
2020/05/18 16:59:04.262, 37.24, 0, 0
2020/05/18 16:59:04.364, 37.24, 0, 0
2020/05/18 16:59:04.469, 37.24, 0, 0
2020/05/18 16:59:04.571, 37.24, 0, 0
2020/05/18 16:59:04.673, 37.24, 0, 0
2020/05/18 16:59:04.775, 37.24, 0, 0
2020/05/18 16:59:04.876, 37.24, 0, 0
2020/05/18 16:59:04.978, 37.24, 0, 0
2020/05/18 16:59:05.080, 37.24, 0, 0
2020/05/18 16:59:05.182, 37.24, 0, 0
2020/05/18 16:59:05.283, 37.24, 0, 0
2020/05/18 16:59:05.385, 37.24, 0, 0
2020/05/18 16:59:05.492, 37.24, 0, 0
2020/05/18 16:59:05.593, 37.24, 0, 0
2020/05/18 16:59:05.695, 37.24, 0, 0
2020/05/18 16:59:05.797, 37.24, 0, 0
2020/05/18 16:59:05.899, 37.24, 0, 0
2020/05/18 16:59:06.000, 37.24, 0, 0
2020/05/18 16:59:06.103, 37.00, 0, 0
2020/05/18 16:59:06.205, 37.00, 0, 0
2020/05/18 16:59:06.306, 37.00, 0, 0
2020/05/18 16:59:06.408, 37.00, 0, 0
2020/05/18 16:59:06.514, 37.00, 0, 0
2020/05/18 16:59:06.616, 37.00, 0, 0
2020/05/18 16:59:06.717, 37.00, 0, 0
2020/05/18 16:59:06.820, 37.00, 0, 0
2020/05/18 16:59:06.921, 37.00, 0, 0
2020/05/18 16:59:07.023, 37.00, 0, 0
2020/05/18 16:59:07.125, 37.00, 0, 0
2020/05/18 16:59:07.302, 36.62, 1, 0
2020/05/18 16:59:07.403, 39.09, 1, 0
2020/05/18 16:59:07.505, 39.33, 31, 2
2020/05/18 16:59:07.608, 39.57, 73, 6
2020/05/18 16:59:07.709, 123.62, 73, 6
2020/05/18 16:59:07.811, 148.10, 85, 20
2020/05/18 16:59:07.913, 147.16, 85, 20
2020/05/18 16:59:08.014, 146.75, 100, 36
2020/05/18 16:59:08.122, 150.36, 100, 36
2020/05/18 16:59:08.223, 149.61, 100, 36
2020/05/18 16:59:08.325, 150.48, 100, 36
2020/05/18 16:59:08.427, 148.75, 100, 36
2020/05/18 16:59:08.528, 150.70, 100, 36
2020/05/18 16:59:08.630, 148.00, 100, 36
2020/05/18 16:59:08.733, 144.65, 100, 36
2020/05/18 16:59:08.834, 145.09, 100, 35
2020/05/18 16:59:08.936, 145.73, 100, 35
2020/05/18 16:59:09.045, 145.91, 100, 36
2020/05/18 16:59:09.146, 145.53, 100, 36
2020/05/18 16:59:09.248, 144.56, 100, 36
2020/05/18 16:59:09.349, 138.68, 100, 36
2020/05/18 16:59:09.451, 45.87, 100, 26
2020/05/18 16:59:09.553, 40.20, 100, 26
2020/05/18 16:59:09.654, 37.68, 57, 13
2020/05/18 16:59:09.847, 38.07, 1, 0
2020/05/18 16:59:09.949, 38.07, 0, 0
2020/05/18 16:59:10.051, 38.07, 0, 0
2020/05/18 16:59:10.152, 37.73, 0, 0
2020/05/18 16:59:10.254, 37.73, 0, 0
2020/05/18 16:59:10.356, 37.83, 0, 0
2020/05/18 16:59:10.457, 37.73, 0, 0
2020/05/18 16:59:10.559, 37.73, 0, 0
2020/05/18 16:59:10.661, 37.73, 0, 0
2020/05/18 16:59:10.762, 37.73, 0, 0
2020/05/18 16:59:10.868, 37.74, 0, 0
2020/05/18 16:59:10.969, 37.73, 0, 0
2020/05/18 16:59:11.071, 37.83, 0, 0
2020/05/18 16:59:11.173, 37.73, 0, 0
2020/05/18 16:59:11.275, 37.49, 0, 0
2020/05/18 16:59:11.376, 37.24, 0, 0
2020/05/18 16:59:11.478, 37.49, 0, 0
2020/05/18 16:59:11.580, 37.49, 0, 0
2020/05/18 16:59:11.681, 37.49, 0, 0
2020/05/18 16:59:11.783, 37.49, 0, 0
2020/05/18 16:59:11.890, 37.24, 0, 0
2020/05/18 16:59:11.991, 37.24, 0, 0
2020/05/18 16:59:12.093, 37.24, 0, 0
2020/05/18 16:59:12.195, 37.24, 0, 0
2020/05/18 16:59:12.296, 37.24, 0, 0
2020/05/18 16:59:12.398, 37.24, 0, 0
2020/05/18 16:59:12.500, 37.24, 0, 0
2020/05/18 16:59:12.601, 37.24, 0, 0
2020/05/18 16:59:12.703, 37.24, 0, 0
2020/05/18 16:59:12.805, 37.24, 0, 0
2020/05/18 16:59:12.913, 37.00, 0, 0
2020/05/18 16:59:13.015, 37.00, 0, 0
2020/05/18 16:59:13.116, 37.00, 0, 0
2020/05/18 16:59:13.218, 37.00, 0, 0
2020/05/18 16:59:13.320, 37.00, 0, 0
2020/05/18 16:59:13.421, 37.00, 0, 0
2020/05/18 16:59:13.523, 37.00, 0, 0
2020/05/18 16:59:13.625, 37.00, 0, 0
2020/05/18 16:59:13.726, 37.00, 0, 0
2020/05/18 16:59:13.833, 37.00, 0, 0
2020/05/18 16:59:13.935, 37.00, 0, 0
2020/05/18 16:59:14.036, 37.00, 0, 0
2020/05/18 16:59:14.138, 37.00, 0, 0
2020/05/18 16:59:14.240, 37.00, 0, 0
2020/05/18 16:59:14.342, 37.00, 0, 0
2020/05/18 16:59:14.443, 37.00, 0, 0
2020/05/18 16:59:14.545, 37.00, 0, 0
2020/05/18 16:59:14.647, 37.00, 0, 0
2020/05/18 16:59:14.749, 37.00, 0, 0
2020/05/18 16:59:14.855, 37.00, 0, 0
2020/05/18 16:59:14.957, 37.00, 0, 0
2020/05/18 16:59:15.059, 37.00, 0, 0
2020/05/18 16:59:15.160, 37.00, 0, 0
2020/05/18 16:59:15.262, 37.00, 0, 0
2020/05/18 16:59:15.363, 37.00, 0, 0
2020/05/18 16:59:15.519, 36.62, 1, 0
2020/05/18 16:59:15.621, 39.09, 1, 0
2020/05/18 16:59:15.723, 39.33, 24, 2
2020/05/18 16:59:15.824, 39.81, 73, 6
2020/05/18 16:59:15.926, 128.34, 73, 6
2020/05/18 16:59:16.028, 146.26, 83, 17
2020/05/18 16:59:16.130, 144.65, 83, 17
2020/05/18 16:59:16.231, 149.32, 100, 36
2020/05/18 16:59:16.333, 149.21, 100, 36
2020/05/18 16:59:16.440, 150.24, 100, 36
2020/05/18 16:59:16.541, 147.73, 100, 36
2020/05/18 16:59:16.643, 148.94, 100, 36
2020/05/18 16:59:16.744, 149.74, 100, 36
2020/05/18 16:59:16.846, 148.17, 100, 36
2020/05/18 16:59:16.952, 143.19, 100, 36
2020/05/18 16:59:17.054, 144.37, 100, 36
2020/05/18 16:59:17.156, 145.73, 100, 36
2020/05/18 16:59:17.263, 145.13, 100, 36
2020/05/18 16:59:17.365, 145.88, 100, 36
2020/05/18 16:59:17.467, 145.47, 100, 36
2020/05/18 16:59:17.568, 138.19, 100, 36
2020/05/18 16:59:17.670, 44.90, 100, 28
2020/05/18 16:59:17.772, 39.57, 100, 28
2020/05/18 16:59:17.874, 37.92, 65, 14
2020/05/18 16:59:18.068, 38.07, 2, 0
2020/05/18 16:59:18.169, 38.07, 0, 0
2020/05/18 16:59:18.271, 38.07, 0, 0
2020/05/18 16:59:18.372, 37.83, 0, 0
2020/05/18 16:59:18.474, 37.83, 0, 0
2020/05/18 16:59:18.576, 37.83, 0, 0
2020/05/18 16:59:18.677, 37.83, 0, 0
2020/05/18 16:59:18.779, 37.83, 0, 0
2020/05/18 16:59:18.881, 37.73, 0, 0
2020/05/18 16:59:18.987, 37.73, 0, 0
2020/05/18 16:59:19.089, 37.73, 0, 0
2020/05/18 16:59:19.191, 37.73, 0, 0
2020/05/18 16:59:19.293, 37.49, 0, 0
2020/05/18 16:59:19.394, 37.49, 0, 0
2020/05/18 16:59:19.496, 37.49, 0, 0
2020/05/18 16:59:19.597, 37.49, 0, 0
2020/05/18 16:59:19.699, 37.49, 0, 0
2020/05/18 16:59:19.801, 37.24, 0, 0
2020/05/18 16:59:19.903, 37.49, 0, 0
2020/05/18 16:59:20.004, 37.49, 0, 0
2020/05/18 16:59:20.110, 37.00, 0, 0
2020/05/18 16:59:20.212, 37.00, 0, 0
2020/05/18 16:59:20.313, 37.24, 0, 0
2020/05/18 16:59:20.415, 37.00, 0, 0
2020/05/18 16:59:20.517, 37.00, 0, 0
2020/05/18 16:59:20.618, 37.00, 0, 0
2020/05/18 16:59:20.720, 37.00, 0, 0
2020/05/18 16:59:20.822, 37.24, 0, 0
2020/05/18 16:59:20.923, 37.00, 0, 0
2020/05/18 16:59:21.025, 37.00, 0, 0
2020/05/18 16:59:21.127, 37.00, 0, 0
2020/05/18 16:59:21.228, 37.00, 0, 0
2020/05/18 16:59:21.334, 37.00, 0, 0
2020/05/18 16:59:21.436, 37.00, 0, 0
2020/05/18 16:59:21.538, 37.00, 0, 0
2020/05/18 16:59:21.639, 37.00, 0, 0
2020/05/18 16:59:21.741, 37.00, 0, 0
2020/05/18 16:59:21.843, 37.00, 0, 0
2020/05/18 16:59:21.944, 37.00, 0, 0
2020/05/18 16:59:22.046, 37.00, 0, 0
2020/05/18 16:59:22.148, 37.00, 0, 0
2020/05/18 16:59:22.249, 37.00, 0, 0
2020/05/18 16:59:22.351, 37.00, 0, 0
2020/05/18 16:59:22.457, 37.00, 0, 0
2020/05/18 16:59:22.558, 37.00, 0, 0
2020/05/18 16:59:22.660, 37.00, 0, 0
2020/05/18 16:59:22.762, 37.00, 0, 0
2020/05/18 16:59:22.863, 37.00, 0, 0
2020/05/18 16:59:22.965, 37.00, 0, 0
2020/05/18 16:59:23.067, 37.00, 0, 0
2020/05/18 16:59:23.168, 37.00, 0, 0
2020/05/18 16:59:23.270, 37.00, 0, 0
2020/05/18 16:59:23.372, 37.00, 0, 0
2020/05/18 16:59:23.473, 37.00, 0, 0
2020/05/18 16:59:23.580, 37.00, 0, 0
2020/05/18 16:59:23.754, 36.62, 0, 0
2020/05/18 16:59:23.860, 39.09, 10, 1
2020/05/18 16:59:23.962, 39.09, 10, 1
2020/05/18 16:59:24.063, 39.81, 72, 6
2020/05/18 16:59:24.165, 119.57, 72, 6
2020/05/18 16:59:24.267, 147.40, 75, 9
2020/05/18 16:59:24.368, 147.57, 100, 37
2020/05/18 16:59:24.470, 148.92, 100, 37
2020/05/18 16:59:24.572, 149.13, 100, 37
2020/05/18 16:59:24.673, 148.31, 100, 37
2020/05/18 16:59:24.775, 149.85, 100, 37
2020/05/18 16:59:24.882, 147.98, 100, 37
2020/05/18 16:59:24.985, 148.96, 100, 37
2020/05/18 16:59:25.087, 146.84, 100, 37
2020/05/18 16:59:25.189, 149.49, 100, 37
2020/05/18 16:59:25.290, 147.61, 100, 36
2020/05/18 16:59:25.392, 145.62, 100, 37
2020/05/18 16:59:25.493, 145.70, 100, 37
2020/05/18 16:59:25.595, 145.47, 100, 37
2020/05/18 16:59:25.697, 144.77, 100, 37
2020/05/18 16:59:25.798, 138.53, 100, 37
2020/05/18 16:59:25.905, 49.92, 100, 34
2020/05/18 16:59:26.008, 44.27, 98, 20
2020/05/18 16:59:26.110, 37.68, 1, 0
2020/05/18 16:59:26.308, 38.07, 1, 0
2020/05/18 16:59:26.410, 37.97, 0, 0
2020/05/18 16:59:26.512, 38.07, 0, 0
2020/05/18 16:59:26.613, 37.73, 0, 0
2020/05/18 16:59:26.715, 37.73, 0, 0
2020/05/18 16:59:26.817, 37.73, 0, 0
2020/05/18 16:59:26.919, 37.83, 0, 0
2020/05/18 16:59:27.020, 37.73, 0, 0
2020/05/18 16:59:27.122, 37.73, 0, 0
2020/05/18 16:59:27.228, 37.73, 0, 0
2020/05/18 16:59:27.330, 37.24, 0, 0
2020/05/18 16:59:27.431, 37.49, 0, 0
2020/05/18 16:59:27.533, 37.49, 0, 0
2020/05/18 16:59:27.635, 37.49, 0, 0
2020/05/18 16:59:27.737, 37.49, 0, 0
2020/05/18 16:59:27.838, 37.49, 0, 0
2020/05/18 16:59:27.940, 37.24, 0, 0
2020/05/18 16:59:28.042, 37.24, 0, 0
2020/05/18 16:59:28.145, 37.00, 0, 0
2020/05/18 16:59:28.246, 37.24, 0, 0
2020/05/18 16:59:28.353, 37.24, 0, 0
2020/05/18 16:59:28.454, 37.00, 0, 0
2020/05/18 16:59:28.556, 37.24, 0, 0
2020/05/18 16:59:28.658, 37.00, 0, 0
2020/05/18 16:59:28.760, 37.00, 0, 0
2020/05/18 16:59:28.861, 37.00, 0, 0
2020/05/18 16:59:28.963, 37.24, 0, 0
2020/05/18 16:59:29.065, 37.00, 0, 0
2020/05/18 16:59:29.166, 37.00, 0, 0
2020/05/18 16:59:29.268, 37.00, 0, 0
2020/05/18 16:59:29.370, 37.24, 0, 0
2020/05/18 16:59:29.475, 37.00, 0, 0
2020/05/18 16:59:29.577, 37.00, 0, 0
2020/05/18 16:59:29.678, 37.00, 0, 0
2020/05/18 16:59:29.780, 37.00, 0, 0
2020/05/18 16:59:29.882, 37.00, 0, 0
2020/05/18 16:59:29.983, 37.00, 0, 0
2020/05/18 16:59:30.085, 37.00, 0, 0
2020/05/18 16:59:30.187, 37.00, 0, 0
2020/05/18 16:59:30.288, 37.00, 0, 0
2020/05/18 16:59:30.390, 37.00, 0, 0
2020/05/18 16:59:30.492, 37.00, 0, 0
2020/05/18 16:59:30.598, 37.00, 0, 0
2020/05/18 16:59:30.700, 37.00, 0, 0
2020/05/18 16:59:30.801, 37.00, 0, 0
2020/05/18 16:59:30.903, 37.00, 0, 0
2020/05/18 16:59:31.005, 37.00, 0, 0
2020/05/18 16:59:31.107, 37.00, 0, 0
2020/05/18 16:59:31.208, 37.00, 0, 0
2020/05/18 16:59:31.310, 37.00, 0, 0
2020/05/18 16:59:31.412, 37.00, 0, 0
2020/05/18 16:59:31.514, 37.00, 0, 0
2020/05/18 16:59:31.620, 37.00, 0, 0
2020/05/18 16:59:31.721, 37.00, 0, 0
2020/05/18 16:59:31.823, 37.00, 0, 0
2020/05/18 16:59:31.951, 37.00, 0, 0
2020/05/18 16:59:32.052, 36.62, 2, 0
2020/05/18 16:59:32.154, 39.09, 2, 0
2020/05/18 16:59:32.256, 40.06, 46, 4
2020/05/18 16:59:32.362, 40.06, 46, 4
2020/05/18 16:59:32.463, 141.23, 73, 6
2020/05/18 16:59:32.565, 146.72, 91, 26
2020/05/18 16:59:32.667, 146.48, 91, 26
2020/05/18 16:59:32.768, 147.81, 100, 36
2020/05/18 16:59:32.870, 149.01, 100, 36
2020/05/18 16:59:32.972, 149.71, 100, 36
2020/05/18 16:59:33.073, 149.57, 100, 36
2020/05/18 16:59:33.175, 148.84, 100, 36
2020/05/18 16:59:33.276, 149.23, 100, 36
2020/05/18 16:59:33.384, 148.53, 100, 36
2020/05/18 16:59:33.487, 149.83, 100, 36
2020/05/18 16:59:33.589, 145.44, 100, 36
2020/05/18 16:59:33.690, 148.75, 100, 36
2020/05/18 16:59:33.793, 144.61, 100, 36
2020/05/18 16:59:33.895, 144.91, 100, 36
2020/05/18 16:59:33.996, 144.82, 100, 36
2020/05/18 16:59:34.098, 138.43, 100, 36
2020/05/18 16:59:34.200, 44.42, 100, 36
2020/05/18 16:59:34.305, 39.04, 100, 22
2020/05/18 16:59:34.407, 37.68, 42, 12
2020/05/18 16:59:34.576, 38.07, 0, 0
2020/05/18 16:59:34.678, 37.97, 0, 0
2020/05/18 16:59:34.780, 37.97, 0, 0
2020/05/18 16:59:34.887, 37.73, 0, 0
2020/05/18 16:59:34.988, 37.73, 0, 0
2020/05/18 16:59:35.090, 37.73, 0, 0
2020/05/18 16:59:35.192, 37.73, 0, 0
2020/05/18 16:59:35.293, 37.73, 0, 0
2020/05/18 16:59:35.395, 37.73, 0, 0
2020/05/18 16:59:35.497, 37.73, 0, 0
2020/05/18 16:59:35.598, 37.73, 0, 0
2020/05/18 16:59:35.700, 37.73, 0, 0
2020/05/18 16:59:35.802, 37.73, 0, 0
2020/05/18 16:59:35.908, 37.73, 0, 0
2020/05/18 16:59:36.010, 37.73, 0, 0
2020/05/18 16:59:36.112, 37.73, 0, 0
2020/05/18 16:59:36.213, 37.73, 0, 0
2020/05/18 16:59:36.315, 37.24, 0, 0
2020/05/18 16:59:36.417, 37.24, 0, 0
2020/05/18 16:59:36.518, 37.00, 0, 0
2020/05/18 16:59:36.620, 37.24, 0, 0
2020/05/18 16:59:36.722, 37.00, 0, 0
2020/05/18 16:59:36.823, 37.00, 0, 0
2020/05/18 16:59:36.925, 37.00, 0, 0
2020/05/18 16:59:37.027, 37.00, 0, 0
2020/05/18 16:59:37.132, 24.40, 0, 0
2020/05/18 16:59:37.234, 24.40, 0, 0
2020/05/18 16:59:37.336, 24.40, 0, 0
2020/05/18 16:59:37.437, 24.40, 0, 0
2020/05/18 16:59:37.539, 24.41, 0, 0
2020/05/18 16:59:37.641, 24.41, 0, 0
2020/05/18 16:59:37.743, 24.41, 0, 0
2020/05/18 16:59:37.844, 24.40, 0, 0
2020/05/18 16:59:37.946, 24.40, 0, 0
2020/05/18 16:59:38.048, 24.41, 0, 0
2020/05/18 16:59:38.154, 24.40, 0, 0
2020/05/18 16:59:38.256, 24.40, 0, 0
2020/05/18 16:59:38.358, 24.40, 0, 0
2020/05/18 16:59:38.460, 24.40, 0, 0
2020/05/18 16:59:38.562, 24.41, 0, 0
2020/05/18 16:59:38.664, 24.40, 0, 0
2020/05/18 16:59:38.765, 24.40, 0, 0
2020/05/18 16:59:38.867, 24.40, 0, 0
