2020/05/18 17:04:11.737, 15000, 4096, 4096, 3712, 1.703538, 3962.34
2020/05/18 17:04:20.038, 15000, 4096, 4096, 3648, 1.704475, 3960.16
2020/05/18 17:04:28.239, 15000, 4096, 4096, 3584, 1.706256, 3956.03
2020/05/18 17:04:36.483, 15000, 4096, 4096, 3520, 1.693364, 3986.15
2020/05/18 17:04:44.730, 15000, 4096, 4096, 3456, 1.715828, 3933.96
2020/05/18 17:04:53.008, 15000, 4096, 4096, 3392, 1.692870, 3987.31
2020/05/18 17:05:01.237, 15000, 4096, 4096, 3328, 1.693221, 3986.49
2020/05/18 17:05:09.462, 15000, 4096, 4096, 3264, 1.696292, 3979.27
2020/05/18 17:05:17.697, 15000, 4096, 4096, 3200, 1.694494, 3983.49
2020/05/18 17:05:25.874, 15000, 4096, 4096, 3136, 1.697202, 3977.13
2020/05/18 17:05:34.133, 15000, 4096, 4096, 3072, 1.688928, 3996.62
2020/05/18 17:05:42.344, 15000, 4096, 4096, 3008, 1.697472, 3976.50
2020/05/18 17:05:50.550, 15000, 4096, 4096, 2944, 1.689453, 3995.38
2020/05/18 17:05:58.830, 15000, 4096, 4096, 2880, 1.694457, 3983.58
2020/05/18 17:06:07.059, 15000, 4096, 4096, 2816, 1.703377, 3962.72
2020/05/18 17:06:15.319, 15000, 4096, 4096, 2752, 1.700572, 3969.25
2020/05/18 17:06:23.543, 15000, 4096, 4096, 2688, 1.695111, 3982.04
2020/05/18 17:06:31.752, 15000, 4096, 4096, 2624, 1.698465, 3974.18
2020/05/18 17:06:39.962, 15000, 4096, 4096, 2560, 1.684983, 4005.98
2020/05/18 17:06:48.220, 15000, 4096, 4096, 2496, 1.700389, 3969.68
2020/05/18 17:06:56.464, 15000, 4096, 4096, 2432, 1.707055, 3954.18
2020/05/18 17:07:04.705, 15000, 4096, 4096, 2368, 1.697089, 3977.40
2020/05/18 17:07:12.916, 15000, 4096, 4096, 2304, 1.710739, 3945.66
2020/05/18 17:07:21.187, 15000, 4096, 4096, 2240, 1.697913, 3975.47
2020/05/18 17:07:29.405, 15000, 4096, 4096, 2176, 1.691981, 3989.41
2020/05/18 17:07:37.643, 15000, 4096, 4096, 2112, 1.690237, 3993.52
2020/05/18 17:07:45.914, 15000, 4096, 4096, 2048, 1.701754, 3966.50
2020/05/18 17:07:54.143, 15000, 4096, 4096, 1984, 1.701177, 3967.84
2020/05/18 17:08:02.371, 15000, 4096, 4096, 1920, 1.706492, 3955.48
2020/05/18 17:08:10.665, 15000, 4096, 4096, 1856, 1.714542, 3936.91
2020/05/18 17:08:18.949, 15000, 4096, 4096, 1792, 1.700879, 3968.54
2020/05/18 17:08:27.181, 15000, 4096, 4096, 1728, 1.713488, 3939.33
2020/05/18 17:08:35.418, 15000, 4096, 4096, 1664, 1.708151, 3951.64
2020/05/18 17:08:43.617, 15000, 4096, 4096, 1600, 1.709137, 3949.36
2020/05/18 17:08:51.936, 15000, 4096, 4096, 1536, 1.710316, 3946.64
2020/05/18 17:09:00.178, 15000, 4096, 4096, 1472, 1.722231, 3919.34
2020/05/18 17:09:08.449, 15000, 4096, 4096, 1408, 1.733759, 3893.27
2020/05/18 17:09:16.691, 15000, 4096, 4096, 1344, 1.716604, 3932.18
2020/05/18 17:09:24.995, 15000, 4096, 4096, 1280, 1.726215, 3910.29
2020/05/18 17:09:33.222, 15000, 4096, 4096, 1216, 1.723434, 3916.60
2020/05/18 17:09:41.423, 15000, 4096, 4096, 1152, 1.726866, 3908.82
2020/05/18 17:09:49.724, 15000, 4096, 4096, 1088, 1.732961, 3895.07
2020/05/18 17:09:57.992, 15000, 4096, 4096, 1024, 1.750687, 3855.63
2020/05/18 17:10:06.297, 15000, 4096, 4096, 960, 1.735208, 3890.02
2020/05/18 17:10:14.585, 15000, 4096, 4096, 896, 1.762806, 3829.12
2020/05/18 17:10:22.869, 15000, 4096, 4096, 832, 1.766050, 3822.09
2020/05/18 17:10:31.126, 15000, 4096, 4096, 768, 1.762307, 3830.21
2020/05/18 17:10:39.419, 15000, 4096, 4096, 704, 1.772083, 3809.08
2020/05/18 17:10:47.721, 15000, 4096, 4096, 640, 1.781254, 3789.47
2020/05/18 17:10:56.051, 15000, 4096, 4096, 576, 1.813106, 3722.89
2020/05/18 17:11:04.428, 15000, 4096, 4096, 512, 1.821682, 3705.37
2020/05/18 17:11:12.793, 15000, 4096, 4096, 448, 1.849526, 3649.58
2020/05/18 17:11:21.175, 15000, 4096, 4096, 384, 1.887875, 3575.45
2020/05/18 17:11:29.613, 15000, 4096, 4096, 320, 1.922469, 3511.11
2020/05/18 17:11:38.077, 15000, 4096, 4096, 256, 1.990141, 3391.72
2020/05/18 17:11:46.559, 15000, 4096, 4096, 192, 2.131248, 3167.16
2020/05/18 17:11:55.220, 15000, 4096, 4096, 128, 2.492268, 2708.38
2020/05/18 17:12:04.246, 15000, 4096, 4096, 64, 3.567287, 1892.19
