wahoo:~$ vmstat 1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2 6393236 152452   4168 157932 61132 40304 61780 40316 3213 4382  0  2 91  7  0
 1  2 6396820 155948   4792 161024 4428 7940  8172  7940 1103  874  0  0 89 11  0
 0  2 6400916 155632   5844 163836 6920 11064 10660 11080 1496 1162  0  1 90 10  0
 0  3 6458772 217876   5184 161332 21036 78708 23328 78708 2253 1950  0  2 88 10  0
 1  1 6452372 207804   5452 165696 6704    0 11236     0 1809 1733  0  0 89 10  0
 1  0 6417044 178212   5448 163164 77744 43136 77744 43136 4045 5397  0  2 96  2  0
 0  1 6409620 166368   5352 160660 64232 56820 64232 56820 3759 4544  0  2 94  4  0
 1  1 6397332 166620   5148 159312 50304 38380 50384 38436 3077 3729  0  2 91  7  0
 0  2 6402708 165360   4780 158348 52860 57780 54076 57780 3418 3975  0  2 92  6  0
 0  2 6418580 192764   4276 154476 40568 55860 40932 55860 3070 3329  0  2 92  6  0
 0  1 6401684 191604   4276 154384 56324 39624 56324 39624 2966 3942  0  2 93  5  0
 0  1 6371732 165900   3944 152700 61284 31400 61284 32232 3271 4365  0  1 94  4  0
 0  2 6433428 226600   2932 148884 48476 110060 49176 110060 3225 3543  0  2 91  7  0
 1  0 6405524 199384   2940 148856 27920    0 27920    64 1342 1986  0  0 93  6  0
 0  3 6374900 172672   3072 147840 88528 58016 88800 58016 4538 6398  1  2 92  5  0
 0  2 6373776 165900   3188 148512 42564 41512 44008 41512 2899 3384  0  1 92  6  0
 0  2 6386068 179328   3184 147544 61444 73632 61444 73632 3379 4394  0  2 93  4  0
 1  0 6364820 164712   3184 147412 62456 40980 62456 40980 3180 4363  0  2 95  3  0
 1  0 6351764 162412   3184 146516 64788 52040 64788 52040 3582 4521  0  2 92  5  0
 1  0 6345364 154852   3184 145480 70072 63028 70288 63028 3958 4913  0  2 93  4  0
 0  1 6368660 172744   3116 146112 39864 63452 40580 63464 2815 3118  0  2 93  5  0
 0  2 6367892 165936   3020 145704 64452 63356 64452 63356 3353 4578  1  2 93  4  0
 0  2 6361492 159384   2864 145352 67164 60672 67164 60672 3727 4682  0  2 94  4  0
 0  1 6344084 153336   2832 145436 61224 43864 61224 43864 3517 4345  0  2 93  4  0
 0  2 6367380 163668   2832 144720 61224 84452 61224 84452 3538 4341  0  2 92  5  0
 0  1 6380180 173780   2832 144820 57800 70352 58204 70352 3481 4168  0  2 91  7  0
 1  1 6352788 156856   2832 144408 77068 49980 77068 49980 3802 5348  1  2 95  2  0
 0  2 6377108 167448   2832 144104 60880 84856 60880 84856 3673 4339  0  2 92  5  0
 0  1 6365332 159068   2832 144012 67604 55972 67604 56016 3350 4717  1  2 95  3  0
 0  1 6362516 159400   2832 143816 62388 59492 62388 59492 3564 4384  0  2 94  4  0
 0  2 6371732 169700   2832 143900 47928 57084 48168 57084 2941 3509  0  2 92  6  0
 0  1 6358856 160404   2832 143908 66652 53908 66824 53908 3507 4713  0  2 94  3  0
