wahoo:~$ vmstat 1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 6310284 162076   2392 137644 44908 51596 44908 51596 2993 3343  1  2 94  3  0
 0  1 6293556 152736   2356 137548 47304 29840 47304 29840 2767 3684  1  1 94  4  0
 0  1 6322316 170952   2324 137316 35484 63696 35484 63696 2809 2814  0  2 92  5  0
 1  2 6310284 168172   2320 140420 40052 27932 43280 27932 2602 3179  0  1 92  6  0
 0  2 6306700 156792   2460 151028 3676    0 14540     0 1093 1004  0  0 92  7  0
 0  1 6310284 163100   2384 146796 35252 37828 36544 37828 2712 3020  0  1 93  5  0
 0  2 6334604 173180   2372 146364 43272 66888 43272 66888 2847 3373  0  2 93  5  0
 1  0 6303884 150752   2360 146160 59248 28020 59248 28020 3291 4405  0  2 95  3  0
 1  1 6312332 164612   2264 144264 44640 52552 44640 52552 3122 3593  1  2 92  6  0
 0  2 6305164 155708   2868 145932 22824 15768 24932 15780 2156 2476  0  1 93  6  0
 0  2 6318696 170828   2292 142176 42028 55428 42028 55428 3468 3544  1  2 92  6  0
 1  0 6338188 193656   2292 141368 32280 50928 32280 50956 2213 2469  0  2 94  4  0
 0  2 6356320 205500   2244 138468 46576 64124 46576 64124 2812 3716  1  2 92  5  0
 0  0 6301280 154548   2244 138304 55508  112 55508   112 2758 4044  1  1 94  4  0
 0  2 6304908 163108   2244 138436 44492 47888 44724 47888 3681 3794  1  2 93  5  0
 0  1 6316656 176904   2228 139316 18168 29740 19396 29740 1991 1832  0  1 94  5  0
 2  1 6309752 167076   2228 138940 30524 22892 30684 22892 2301 2628  0  1 93  6  0
 0  2 6311052 164280   2228 138980 39664 40672 39664 40672 2517 3050  0  1 92  6  0
 0  1 6322060 173416   2228 138556 38600 49300 38600 49300 2451 2974  1  1 96  2  0
 0  1 6290316 152500   2228 138308 54488 22184 54488 22184 3166 4226  1  1 94  4  0
 1  0 6304396 165100   2228 138028 43456 57232 43700 57232 4731 3496  0  2 93  5  0
 1  1 6311564 168124   2228 137928 43072 49976 43072 49976 3003 3520  1  2 93  4  0
 1  0 6295436 150988   2224 137708 49180 32816 49180 32816 3608 3780  0  1 95  3  0
 0  2 6298252 154508   2224 137596 36296 38768 36296 38768 2999 2915  1  1 94  4  0
 0  1 6302604 153032   2224 137364 41172 45268 41172 45268 2619 3080  0  1 94  4  0
 0  1 6291852 150256   2224 137772 38200 26588 38644 26588 2616 3046  0  1 93  5  0
 0  1 6291596 154036   2224 137200 49324 48880 49324 48880 3038 3702  1  2 93  5  0
 0  1 6303360 157532   2224 137304 35808 47112 35808 47112 2483 3272  0  1 94  4  0
 1  1 6323340 172400   2224 137232 30544 50196 30544 50196 2211 2399  0  1 93  5  0
 0  1 6310028 166352   2224 137144 59216 45536 59216 45536 3454 4347  1  2 94  4  0
 0  1 6311308 166856   2224 137344 47936 49136 48248 49136 3968 3704  1  2 92  5  0
 0  1 6303304 165832   2224 137336 43828 35388 43828 35388 2942 3521  1  2 94  4  0
 0  1 6303628 160792   2224 137220 38612 38316 38612 38316 2789 3262  1  1 94  4  0
 0  2 6299276 152728   2224 137048 47008 42196 47008 42196 2908 3797  1  1 94  4  0
 0  3 6317452 172116   2520 140432 3312 21148  7012 21148  932  776  0  0 91  8  0
 0  3 6310796 161240   3052 143848 7056    0 11004     0 1508 1336  0  0 87 12  0
 0  4 6307980 153892   3624 147468 2624    0  6720     0  977  812  1  0 84 15  0
 0  2 6319500 162932   3496 147888 5796 16676 12024 16680 1892 1654  0  1 80 18  0
 0  2 6311308 153608   3496 149088 9404    0 10608     0 1523 1440  0  0 92  7  0
 0  2 6343632 184824   3468 148460 14704 46708 15136 46708 2314 1669  0  1 93  5  0
 0  3 6337744 177004   3572 150544 5948    0  8132     0 1482 1378  0  0 90 10  0
 0  4 6334416 170452   3860 153236 3968    0  6944    52 1409 1178  0  0 88 12  0
 1  0 6314192 149284   3984 153804 20532    0 21232     0 1779 2073  0  0 93  6  0
 0  1 6374008 212000   3632 149912 33140 92016 33140 92016 3473 2782  1  2 91  6  0
 1  0 6321016 158576   3632 150084 53736    0 54172     0 3080 4532  1  1 95  3  0
 0  1 6339724 179304   3284 146516 40224 59024 40224 59028 2668 3185  1  2 95  3  0
 0  1 6317452 159144   3196 147724 37152 14744 38388 14744 2879 3404  1  1 94  5  0
 0  1 6312332 158932   3088 148872 20352 15012 21764 15040 2052 2117  0  1 92  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 6317196 167720   2488 147872 45780 50356 45780 50356 2987 3533  1  2 95  3  0
 0  2 6352780 204764   1976 145156 20920 56116 20920 56916 1956 1861  0  1 87 12  0
 0  1 6308748 162900   1976 144512 53616 9224 53616  9224 2893 4231  0  1 94  4  0
 1  2 6403980 255360   1904 139132 16352 111376 16368 111376 2193 1522  0  2 90  7  0
 0  3 6367372 216624   1916 141464 36616    0 39128    64 2540 3308  0  1 93  5  0
 1  0 6313100 162436   1916 141428 54608    0 54608     0 2594 3919  1  1 94  5  0
 0  2 6316028 165704   2048 141420 55356 57872 56048 57884 3547 4171  1  2 93  5  0
 0  2 6311420 156380   3200 144876 4856    0  9532     0 1082  902  0  0 94  6  0
 0  4 6352888 197172   3312 145452 5944 47512  9132 47676 1534  995  0  1 84 15  0
 0  1 6361228 199196   3320 148104 8408 16480 11404 16480 1715 1518  0  1 86 13  0
 0  2 6350988 186524   3592 149692 10512    0 12392     0 1538 1712  0  0 91  8  0
 1  0 6326668 174680   3796 149704 48136 23812 48984 23812 3365 3900  1  1 93  5  0
 1  1 6385804 237680   3764 144664 27300 85992 27300 85992 2263 2298  0  2 90  7  0
 0  1 6336396 187012   3764 144396 67744 18108 67744 18108 3463 4931  1  2 93  4  0
 0  4 6358412 202060   3288 139160 40584 62436 40600 62988 2504 3245  0  2 91  7  0
 0  4 6398860 252856   3540 141128 1508 41744  4188 41812 1403 1253  0  1 86 12  0
 0  3 6395532 240572   3544 152096 3440    0 14312     0 1187 1028  0  0 89 11  0
 0  3 6394508 227624   3948 162192  924    0 11588     0 1164  915  0  0 88 11  0
 0  2 6373516 199456   5344 166496 21500    0 26868     0 2252 2577  0  1 90  9  0
 0  4 6368652 193156   5352 167804 5376    0  6988    68 1081  988  0  0 86 14  0
 0  2 6361228 184596   5352 168452 8032    0  8356     0 1428 1310  0  0 94  5  0
 1  2 6354316 174484   5508 170780 7216    0  9692     0 1907 1683  0  0 85 15  0
 0  7 6348428 161408   6316 176160 5892    0 12000     0 1538 1290  0  0 86 13  0
 0  2 6343052 154448   6452 177416 6008    0  7336     0 1626 1489  0  0 86 14  0
 0  2 6340748 165020   4772 165084 2576    0  3952  1132 1049  765  0  0 83 16  0
 0  2 6335884 150892   5692 170336 5064    0 10796     0 1760 1152  0  0 91  9  0
 0  3 6367884 170768   6596 172080 1672 34204  5068 34264 1362 1118  0  1 87 12  0
 0  2 6363788 163176   7112 174908 4004    0  7320     0  791  779  0  0 91  9  0
 0  2 6383500 176696   7520 181452 4480 24216 13324 24216 1233  985  0  1 91  9  0
 0  2 6376844 157108   8352 196040 7120    0 21784     0 2060 1710  1  1 87 12  0
 0  2 6382476 154492   7592 209392 8896 14316 53056 14316 2005 1593  1  1 92  6  0
 0  2 6379916 166376   7596 194932 2464    0 11904   628 1307 1203  0  1 87 12  0
 1  1 6375820 163052   7420 193200 4584    0 24940     0 1252 1044  0  1 94  5  0
 1  1 6369932 153916   7420 197388 5860    0 30052     0 1571 1188  1  1 94  5  0
 0  3 6422924 208064   7424 181940 5024 57780 25636 57780 2041 1140  0  2 90  8  0
 0  2 6472844 276836   7432 170396  664 50684  1688 50740  598  369  0  1 80 19  0
 0  3 6468236 256668   7432 186720 4436    0 20672     0 1442 1253  0  1 92  8  0
 0  2 6462860 228648   7432 209464 5424    0 28336     0 1631 1196  1  1 92  6  0
 1  1 6457228 201636   7436 230800 5588    0 26712     0 1501 1096  0  1 93  6  0
 0  2 6452876 178648   7436 249720 4336    0 23152     0 1210  914  0  1 95  4  0
 0  2 6447756 152392   7440 270384 5236    0 26104     0 1348 1056  0  1 94  5  0
 0  2 6440844 170220   6936 244572 6792    0 37032    48 1797 1488  1  1 92  7  0
 0  2 6435468 169960   6872 240272 5360    0 27236     0 1819 1602  1  1 92  7  0
 0  2 6428556 161208   6856 242144 7004    0 33508     0 1773 1268  0  1 93  6  0
